merchant,month,choiceA,theta,dfee,lagA,Lprev,initA,dfee_bar
2083,6,0,0.824379586156842,1.58346197237242,1,1,0,0.373308808915364
2083,7,0,0.824379586156842,1.33305855804674,0,-1,0,0.373308808915364
2083,8,0,0.824379586156842,1.25974145783948,0,-1,0,0.373308808915364
2083,9,0,0.824379586156842,0.648123692998253,0,-1,0,0.373308808915364
2083,10,1,0.824379586156842,-0.0465513252827167,0,-1,0,0.373308808915364
2084,1,0,-0.655010947700401,0.682239113442484,,,0,0.373308808915364
2084,2,0,-0.655010947700401,-0.787840965873284,0,-1,0,0.373308808915364
2084,3,1,-0.655010947700401,-0.142233808902502,0,-1,0,0.373308808915364
2084,4,0,-0.655010947700401,-0.0418088074788011,1,1,0,0.373308808915364
2084,5,0,-0.655010947700401,-0.755101798008443,0,-1,0,0.373308808915364
2084,6,0,-0.655010947700401,1.58346197237242,0,-1,0,0.373308808915364
2084,7,0,-0.655010947700401,1.33305855804674,0,-1,0,0.373308808915364
2084,8,0,-0.655010947700401,1.25974145783948,0,-1,0,0.373308808915364
2084,9,0,-0.655010947700401,0.648123692998253,0,-1,0,0.373308808915364
2084,10,0,-0.655010947700401,-0.0465513252827167,0,-1,0,0.373308808915364
2085,1,1,0.754347744698638,0.682239113442484,,,1,0.373308808915364
2085,2,1,0.754347744698638,-0.787840965873284,1,1,1,0.373308808915364
2085,3,1,0.754347744698638,-0.142233808902502,1,1,1,0.373308808915364
2085,4,1,0.754347744698638,-0.0418088074788011,1,1,1,0.373308808915364
2085,5,0,0.754347744698638,-0.755101798008443,1,1,1,0.373308808915364
2085,6,0,0.754347744698638,1.58346197237242,0,-1,1,0.373308808915364
2085,7,1,0.754347744698638,1.33305855804674,0,-1,1,0.373308808915364
2085,8,1,0.754347744698638,1.25974145783948,1,1,1,0.373308808915364
2085,9,1,0.754347744698638,0.648123692998253,1,1,1,0.373308808915364
2085,10,1,0.754347744698638,-0.0465513252827167,1,1,1,0.373308808915364
2086,1,1,0.655661288521515,0.682239113442484,,,1,0.373308808915364
2086,2,1,0.655661288521515,-0.787840965873284,1,1,1,0.373308808915364
2086,3,0,0.655661288521515,-0.142233808902502,1,1,1,0.373308808915364
2086,4,0,0.655661288521515,-0.0418088074788011,0,-1,1,0.373308808915364
2086,5,0,0.655661288521515,-0.755101798008443,0,-1,1,0.373308808915364
2086,6,0,0.655661288521515,1.58346197237242,0,-1,1,0.373308808915364
2086,7,0,0.655661288521515,1.33305855804674,0,-1,1,0.373308808915364
2086,8,1,0.655661288521515,1.25974145783948,0,-1,1,0.373308808915364
2086,9,1,0.655661288521515,0.648123692998253,1,1,1,0.373308808915364
2086,10,1,0.655661288521515,-0.0465513252827167,1,1,1,0.373308808915364
2087,1,0,-1.29996693266195,0.682239113442484,,,0,0.373308808915364
2087,2,0,-1.29996693266195,-0.787840965873284,0,-1,0,0.373308808915364
2087,3,0,-1.29996693266195,-0.142233808902502,0,-1,0,0.373308808915364
2087,4,0,-1.29996693266195,-0.0418088074788011,0,-1,0,0.373308808915364
2087,5,0,-1.29996693266195,-0.755101798008443,0,-1,0,0.373308808915364
2087,6,0,-1.29996693266195,1.58346197237242,0,-1,0,0.373308808915364
2087,7,0,-1.29996693266195,1.33305855804674,0,-1,0,0.373308808915364
2087,8,0,-1.29996693266195,1.25974145783948,0,-1,0,0.373308808915364
2087,9,0,-1.29996693266195,0.648123692998253,0,-1,0,0.373308808915364
2087,10,0,-1.29996693266195,-0.0465513252827167,0,-1,0,0.373308808915364
2088,1,0,-2.26887176268612,0.682239113442484,,,0,0.373308808915364
2088,2,0,-2.26887176268612,-0.787840965873284,0,-1,0,0.373308808915364
2088,3,0,-2.26887176268612,-0.142233808902502,0,-1,0,0.373308808915364
2088,4,0,-2.26887176268612,-0.0418088074788011,0,-1,0,0.373308808915364
2088,5,0,-2.26887176268612,-0.755101798008443,0,-1,0,0.373308808915364
2088,6,0,-2.26887176268612,1.58346197237242,0,-1,0,0.373308808915364
2088,7,0,-2.26887176268612,1.33305855804674,0,-1,0,0.373308808915364
2088,8,0,-2.26887176268612,1.25974145783948,0,-1,0,0.373308808915364
2088,9,0,-2.26887176268612,0.648123692998253,0,-1,0,0.373308808915364
2088,10,0,-2.26887176268612,-0.0465513252827167,0,-1,0,0.373308808915364
2089,1,1,0.435395848397765,0.682239113442484,,,1,0.373308808915364
2089,2,1,0.435395848397765,-0.787840965873284,1,1,1,0.373308808915364
2089,3,1,0.435395848397765,-0.142233808902502,1,1,1,0.373308808915364
2089,4,0,0.435395848397765,-0.0418088074788011,1,1,1,0.373308808915364
2089,5,0,0.435395848397765,-0.755101798008443,0,-1,1,0.373308808915364
2089,6,0,0.435395848397765,1.58346197237242,0,-1,1,0.373308808915364
2089,7,0,0.435395848397765,1.33305855804674,0,-1,1,0.373308808915364
2089,8,1,0.435395848397765,1.25974145783948,0,-1,1,0.373308808915364
2089,9,1,0.435395848397765,0.648123692998253,1,1,1,0.373308808915364
2089,10,1,0.435395848397765,-0.0465513252827167,1,1,1,0.373308808915364
2090,1,0,-2.84447327650249,0.682239113442484,,,0,0.373308808915364
2090,2,0,-2.84447327650249,-0.787840965873284,0,-1,0,0.373308808915364
2090,3,0,-2.84447327650249,-0.142233808902502,0,-1,0,0.373308808915364
2090,4,0,-2.84447327650249,-0.0418088074788011,0,-1,0,0.373308808915364
2090,5,0,-2.84447327650249,-0.755101798008443,0,-1,0,0.373308808915364
2090,6,0,-2.84447327650249,1.58346197237242,0,-1,0,0.373308808915364
2090,7,0,-2.84447327650249,1.33305855804674,0,-1,0,0.373308808915364
2090,8,0,-2.84447327650249,1.25974145783948,0,-1,0,0.373308808915364
2090,9,0,-2.84447327650249,0.648123692998253,0,-1,0,0.373308808915364
2090,10,0,-2.84447327650249,-0.0465513252827167,0,-1,0,0.373308808915364
2091,1,1,-0.19922421915456,0.682239113442484,,,1,0.373308808915364
2091,2,0,-0.19922421915456,-0.787840965873284,1,1,1,0.373308808915364
2091,3,0,-0.19922421915456,-0.142233808902502,0,-1,1,0.373308808915364
2091,4,0,-0.19922421915456,-0.0418088074788011,0,-1,1,0.373308808915364
2091,5,0,-0.19922421915456,-0.755101798008443,0,-1,1,0.373308808915364
2091,6,0,-0.19922421915456,1.58346197237242,0,-1,1,0.373308808915364
2091,7,0,-0.19922421915456,1.33305855804674,0,-1,1,0.373308808915364
2091,8,0,-0.19922421915456,1.25974145783948,0,-1,1,0.373308808915364
2091,9,1,-0.19922421915456,0.648123692998253,0,-1,1,0.373308808915364
2091,10,0,-0.19922421915456,-0.0465513252827167,1,1,1,0.373308808915364
2092,1,1,0.522386367983613,0.682239113442484,,,1,0.373308808915364
2092,2,1,0.522386367983613,-0.787840965873284,1,1,1,0.373308808915364
2092,3,1,0.522386367983613,-0.142233808902502,1,1,1,0.373308808915364
2092,4,0,0.522386367983613,-0.0418088074788011,1,1,1,0.373308808915364
2092,5,0,0.522386367983613,-0.755101798008443,0,-1,1,0.373308808915364
2092,6,0,0.522386367983613,1.58346197237242,0,-1,1,0.373308808915364
2092,7,0,0.522386367983613,1.33305855804674,0,-1,1,0.373308808915364
2092,8,0,0.522386367983613,1.25974145783948,0,-1,1,0.373308808915364
2092,9,0,0.522386367983613,0.648123692998253,0,-1,1,0.373308808915364
2092,10,1,0.522386367983613,-0.0465513252827167,0,-1,1,0.373308808915364
2093,1,0,1.7334026407465,0.682239113442484,,,0,0.373308808915364
2093,2,0,1.7334026407465,-0.787840965873284,0,-1,0,0.373308808915364
2093,3,1,1.7334026407465,-0.142233808902502,0,-1,0,0.373308808915364
2093,4,1,1.7334026407465,-0.0418088074788011,1,1,0,0.373308808915364
2093,5,1,1.7334026407465,-0.755101798008443,1,1,0,0.373308808915364
2093,6,1,1.7334026407465,1.58346197237242,1,1,0,0.373308808915364
2093,7,1,1.7334026407465,1.33305855804674,1,1,0,0.373308808915364
2093,8,1,1.7334026407465,1.25974145783948,1,1,0,0.373308808915364
2093,9,1,1.7334026407465,0.648123692998253,1,1,0,0.373308808915364
2093,10,1,1.7334026407465,-0.0465513252827167,1,1,0,0.373308808915364
2094,1,0,-0.144044339630182,0.682239113442484,,,0,0.373308808915364
2094,2,1,-0.144044339630182,-0.787840965873284,0,-1,0,0.373308808915364
2094,3,1,-0.144044339630182,-0.142233808902502,1,1,0,0.373308808915364
2094,4,1,-0.144044339630182,-0.0418088074788011,1,1,0,0.373308808915364
2094,5,1,-0.144044339630182,-0.755101798008443,1,1,0,0.373308808915364
2094,6,1,-0.144044339630182,1.58346197237242,1,1,0,0.373308808915364
2094,7,0,-0.144044339630182,1.33305855804674,1,1,0,0.373308808915364
2094,8,0,-0.144044339630182,1.25974145783948,0,-1,0,0.373308808915364
2094,9,0,-0.144044339630182,0.648123692998253,0,-1,0,0.373308808915364
2094,10,1,-0.144044339630182,-0.0465513252827167,0,-1,0,0.373308808915364
2095,1,1,1.20750908032568,0.682239113442484,,,1,0.373308808915364
2095,2,0,1.20750908032568,-0.787840965873284,1,1,1,0.373308808915364
2095,3,0,1.20750908032568,-0.142233808902502,0,-1,1,0.373308808915364
2095,4,1,1.20750908032568,-0.0418088074788011,0,-1,1,0.373308808915364
2095,5,1,1.20750908032568,-0.755101798008443,1,1,1,0.373308808915364
2095,6,1,1.20750908032568,1.58346197237242,1,1,1,0.373308808915364
2095,7,1,1.20750908032568,1.33305855804674,1,1,1,0.373308808915364
2095,8,1,1.20750908032568,1.25974145783948,1,1,1,0.373308808915364
2095,9,1,1.20750908032568,0.648123692998253,1,1,1,0.373308808915364
2095,10,1,1.20750908032568,-0.0465513252827167,1,1,1,0.373308808915364
2096,1,1,-1.11671367876185,0.682239113442484,,,1,0.373308808915364
2096,2,1,-1.11671367876185,-0.787840965873284,1,1,1,0.373308808915364
2096,3,0,-1.11671367876185,-0.142233808902502,1,1,1,0.373308808915364
2096,4,0,-1.11671367876185,-0.0418088074788011,0,-1,1,0.373308808915364
2096,5,0,-1.11671367876185,-0.755101798008443,0,-1,1,0.373308808915364
2096,6,0,-1.11671367876185,1.58346197237242,0,-1,1,0.373308808915364
2096,7,0,-1.11671367876185,1.33305855804674,0,-1,1,0.373308808915364
2096,8,0,-1.11671367876185,1.25974145783948,0,-1,1,0.373308808915364
2096,9,0,-1.11671367876185,0.648123692998253,0,-1,1,0.373308808915364
2096,10,0,-1.11671367876185,-0.0465513252827167,0,-1,1,0.373308808915364
2097,1,0,-0.680074016388743,0.682239113442484,,,0,0.373308808915364
2097,2,1,-0.680074016388743,-0.787840965873284,0,-1,0,0.373308808915364
2097,3,1,-0.680074016388743,-0.142233808902502,1,1,0,0.373308808915364
2097,4,0,-0.680074016388743,-0.0418088074788011,1,1,0,0.373308808915364
2097,5,0,-0.680074016388743,-0.755101798008443,0,-1,0,0.373308808915364
2097,6,0,-0.680074016388743,1.58346197237242,0,-1,0,0.373308808915364
2097,7,1,-0.680074016388743,1.33305855804674,0,-1,0,0.373308808915364
2097,8,0,-0.680074016388743,1.25974145783948,1,1,0,0.373308808915364
2097,9,0,-0.680074016388743,0.648123692998253,0,-1,0,0.373308808915364
2097,10,0,-0.680074016388743,-0.0465513252827167,0,-1,0,0.373308808915364
2098,1,0,-1.40886462532587,0.682239113442484,,,0,0.373308808915364
2098,2,0,-1.40886462532587,-0.787840965873284,0,-1,0,0.373308808915364
2098,3,0,-1.40886462532587,-0.142233808902502,0,-1,0,0.373308808915364
2098,4,0,-1.40886462532587,-0.0418088074788011,0,-1,0,0.373308808915364
2098,5,0,-1.40886462532587,-0.755101798008443,0,-1,0,0.373308808915364
2098,6,0,-1.40886462532587,1.58346197237242,0,-1,0,0.373308808915364
2098,7,0,-1.40886462532587,1.33305855804674,0,-1,0,0.373308808915364
2098,8,0,-1.40886462532587,1.25974145783948,0,-1,0,0.373308808915364
2098,9,0,-1.40886462532587,0.648123692998253,0,-1,0,0.373308808915364
2098,10,0,-1.40886462532587,-0.0465513252827167,0,-1,0,0.373308808915364
2099,1,0,-0.439054036191597,0.682239113442484,,,0,0.373308808915364
2099,2,0,-0.439054036191597,-0.787840965873284,0,-1,0,0.373308808915364
2099,3,0,-0.439054036191597,-0.142233808902502,0,-1,0,0.373308808915364
2099,4,0,-0.439054036191597,-0.0418088074788011,0,-1,0,0.373308808915364
2099,5,1,-0.439054036191597,-0.755101798008443,0,-1,0,0.373308808915364
2099,6,1,-0.439054036191597,1.58346197237242,1,1,0,0.373308808915364
2099,7,1,-0.439054036191597,1.33305855804674,1,1,0,0.373308808915364
2099,8,1,-0.439054036191597,1.25974145783948,1,1,0,0.373308808915364
2099,9,1,-0.439054036191597,0.648123692998253,1,1,0,0.373308808915364
2099,10,1,-0.439054036191597,-0.0465513252827167,1,1,0,0.373308808915364
2100,1,0,-1.73800513587718,0.682239113442484,,,0,0.373308808915364
2100,2,1,-1.73800513587718,-0.787840965873284,0,-1,0,0.373308808915364
2100,3,1,-1.73800513587718,-0.142233808902502,1,1,0,0.373308808915364
2100,4,0,-1.73800513587718,-0.0418088074788011,1,1,0,0.373308808915364
2100,5,0,-1.73800513587718,-0.755101798008443,0,-1,0,0.373308808915364
2100,6,0,-1.73800513587718,1.58346197237242,0,-1,0,0.373308808915364
2100,7,0,-1.73800513587718,1.33305855804674,0,-1,0,0.373308808915364
2100,8,0,-1.73800513587718,1.25974145783948,0,-1,0,0.373308808915364
2100,9,0,-1.73800513587718,0.648123692998253,0,-1,0,0.373308808915364
2100,10,0,-1.73800513587718,-0.0465513252827167,0,-1,0,0.373308808915364
2101,1,1,0.0469568551469396,0.682239113442484,,,1,0.373308808915364
2101,2,0,0.0469568551469396,-0.787840965873284,1,1,1,0.373308808915364
2101,3,1,0.0469568551469396,-0.142233808902502,0,-1,1,0.373308808915364
2101,4,1,0.0469568551469396,-0.0418088074788011,1,1,1,0.373308808915364
2101,5,1,0.0469568551469396,-0.755101798008443,1,1,1,0.373308808915364
2101,6,0,0.0469568551469396,1.58346197237242,1,1,1,0.373308808915364
2101,7,0,0.0469568551469396,1.33305855804674,0,-1,1,0.373308808915364
2101,8,0,0.0469568551469396,1.25974145783948,0,-1,1,0.373308808915364
2101,9,1,0.0469568551469396,0.648123692998253,0,-1,1,0.373308808915364
2101,10,1,0.0469568551469396,-0.0465513252827167,1,1,1,0.373308808915364
2102,1,0,-0.847617418281618,0.682239113442484,,,0,0.373308808915364
2102,2,0,-0.847617418281618,-0.787840965873284,0,-1,0,0.373308808915364
2102,3,0,-0.847617418281618,-0.142233808902502,0,-1,0,0.373308808915364
2102,4,0,-0.847617418281618,-0.0418088074788011,0,-1,0,0.373308808915364
2102,5,0,-0.847617418281618,-0.755101798008443,0,-1,0,0.373308808915364
2102,6,0,-0.847617418281618,1.58346197237242,0,-1,0,0.373308808915364
2102,7,0,-0.847617418281618,1.33305855804674,0,-1,0,0.373308808915364
2102,8,0,-0.847617418281618,1.25974145783948,0,-1,0,0.373308808915364
2102,9,0,-0.847617418281618,0.648123692998253,0,-1,0,0.373308808915364
2102,10,0,-0.847617418281618,-0.0465513252827167,0,-1,0,0.373308808915364
2103,1,0,0.0714517818879891,0.682239113442484,,,0,0.373308808915364
2103,2,0,0.0714517818879891,-0.787840965873284,0,-1,0,0.373308808915364
2103,3,0,0.0714517818879891,-0.142233808902502,0,-1,0,0.373308808915364
2103,4,0,0.0714517818879891,-0.0418088074788011,0,-1,0,0.373308808915364
2103,5,0,0.0714517818879891,-0.755101798008443,0,-1,0,0.373308808915364
2103,6,0,0.0714517818879891,1.58346197237242,0,-1,0,0.373308808915364
2103,7,0,0.0714517818879891,1.33305855804674,0,-1,0,0.373308808915364
2103,8,0,0.0714517818879891,1.25974145783948,0,-1,0,0.373308808915364
2103,9,0,0.0714517818879891,0.648123692998253,0,-1,0,0.373308808915364
2103,10,0,0.0714517818879891,-0.0465513252827167,0,-1,0,0.373308808915364
2104,1,0,-1.97385210470724,0.682239113442484,,,0,0.373308808915364
2104,2,0,-1.97385210470724,-0.787840965873284,0,-1,0,0.373308808915364
2104,3,0,-1.97385210470724,-0.142233808902502,0,-1,0,0.373308808915364
2104,4,0,-1.97385210470724,-0.0418088074788011,0,-1,0,0.373308808915364
2104,5,0,-1.97385210470724,-0.755101798008443,0,-1,0,0.373308808915364
2104,6,0,-1.97385210470724,1.58346197237242,0,-1,0,0.373308808915364
2104,7,0,-1.97385210470724,1.33305855804674,0,-1,0,0.373308808915364
2104,8,0,-1.97385210470724,1.25974145783948,0,-1,0,0.373308808915364
2104,9,0,-1.97385210470724,0.648123692998253,0,-1,0,0.373308808915364
2104,10,0,-1.97385210470724,-0.0465513252827167,0,-1,0,0.373308808915364
2105,1,0,0.742013943174216,0.682239113442484,,,0,0.373308808915364
2105,2,0,0.742013943174216,-0.787840965873284,0,-1,0,0.373308808915364
2105,3,1,0.742013943174216,-0.142233808902502,0,-1,0,0.373308808915364
2105,4,1,0.742013943174216,-0.0418088074788011,1,1,0,0.373308808915364
2105,5,0,0.742013943174216,-0.755101798008443,1,1,0,0.373308808915364
2105,6,1,0.742013943174216,1.58346197237242,0,-1,0,0.373308808915364
2105,7,1,0.742013943174216,1.33305855804674,1,1,0,0.373308808915364
2105,8,1,0.742013943174216,1.25974145783948,1,1,0,0.373308808915364
2105,9,1,0.742013943174216,0.648123692998253,1,1,0,0.373308808915364
2105,10,1,0.742013943174216,-0.0465513252827167,1,1,0,0.373308808915364
2106,1,1,0.994999291067555,0.682239113442484,,,1,0.373308808915364
2106,2,1,0.994999291067555,-0.787840965873284,1,1,1,0.373308808915364
2106,3,1,0.994999291067555,-0.142233808902502,1,1,1,0.373308808915364
2106,4,1,0.994999291067555,-0.0418088074788011,1,1,1,0.373308808915364
2106,5,1,0.994999291067555,-0.755101798008443,1,1,1,0.373308808915364
2106,6,0,0.994999291067555,1.58346197237242,1,1,1,0.373308808915364
2106,7,1,0.994999291067555,1.33305855804674,0,-1,1,0.373308808915364
2106,8,1,0.994999291067555,1.25974145783948,1,1,1,0.373308808915364
2106,9,1,0.994999291067555,0.648123692998253,1,1,1,0.373308808915364
2106,10,1,0.994999291067555,-0.0465513252827167,1,1,1,0.373308808915364
2107,1,1,2.12445934042938,0.682239113442484,,,1,0.373308808915364
2107,2,1,2.12445934042938,-0.787840965873284,1,1,1,0.373308808915364
2107,3,1,2.12445934042938,-0.142233808902502,1,1,1,0.373308808915364
2107,4,1,2.12445934042938,-0.0418088074788011,1,1,1,0.373308808915364
2107,5,1,2.12445934042938,-0.755101798008443,1,1,1,0.373308808915364
2107,6,1,2.12445934042938,1.58346197237242,1,1,1,0.373308808915364
2107,7,1,2.12445934042938,1.33305855804674,1,1,1,0.373308808915364
2107,8,0,2.12445934042938,1.25974145783948,1,1,1,0.373308808915364
2107,9,0,2.12445934042938,0.648123692998253,0,-1,1,0.373308808915364
2107,10,1,2.12445934042938,-0.0465513252827167,0,-1,1,0.373308808915364
2108,1,0,-0.476290506796851,0.682239113442484,,,0,0.373308808915364
2108,2,0,-0.476290506796851,-0.787840965873284,0,-1,0,0.373308808915364
2108,3,0,-0.476290506796851,-0.142233808902502,0,-1,0,0.373308808915364
2108,4,0,-0.476290506796851,-0.0418088074788011,0,-1,0,0.373308808915364
2108,5,0,-0.476290506796851,-0.755101798008443,0,-1,0,0.373308808915364
2108,6,0,-0.476290506796851,1.58346197237242,0,-1,0,0.373308808915364
2108,7,0,-0.476290506796851,1.33305855804674,0,-1,0,0.373308808915364
2108,8,0,-0.476290506796851,1.25974145783948,0,-1,0,0.373308808915364
2108,9,0,-0.476290506796851,0.648123692998253,0,-1,0,0.373308808915364
2108,10,1,-0.476290506796851,-0.0465513252827167,0,-1,0,0.373308808915364
2109,1,1,-1.22988233076527,0.682239113442484,,,1,0.373308808915364
2109,2,1,-1.22988233076527,-0.787840965873284,1,1,1,0.373308808915364
2109,3,0,-1.22988233076527,-0.142233808902502,1,1,1,0.373308808915364
2109,4,0,-1.22988233076527,-0.0418088074788011,0,-1,1,0.373308808915364
2109,5,0,-1.22988233076527,-0.755101798008443,0,-1,1,0.373308808915364
2109,6,0,-1.22988233076527,1.58346197237242,0,-1,1,0.373308808915364
2109,7,0,-1.22988233076527,1.33305855804674,0,-1,1,0.373308808915364
2109,8,0,-1.22988233076527,1.25974145783948,0,-1,1,0.373308808915364
2109,9,0,-1.22988233076527,0.648123692998253,0,-1,1,0.373308808915364
2109,10,0,-1.22988233076527,-0.0465513252827167,0,-1,1,0.373308808915364
2110,1,0,-0.0630983522968049,0.682239113442484,,,0,0.373308808915364
2110,2,1,-0.0630983522968049,-0.787840965873284,0,-1,0,0.373308808915364
2110,3,1,-0.0630983522968049,-0.142233808902502,1,1,0,0.373308808915364
2110,4,1,-0.0630983522968049,-0.0418088074788011,1,1,0,0.373308808915364
2110,5,1,-0.0630983522968049,-0.755101798008443,1,1,0,0.373308808915364
2110,6,1,-0.0630983522968049,1.58346197237242,1,1,0,0.373308808915364
2110,7,0,-0.0630983522968049,1.33305855804674,1,1,0,0.373308808915364
2110,8,0,-0.0630983522968049,1.25974145783948,0,-1,0,0.373308808915364
2110,9,1,-0.0630983522968049,0.648123692998253,0,-1,0,0.373308808915364
2110,10,1,-0.0630983522968049,-0.0465513252827167,1,1,0,0.373308808915364
2111,1,0,-1.23146733387924,0.682239113442484,,,0,0.373308808915364
2111,2,1,-1.23146733387924,-0.787840965873284,0,-1,0,0.373308808915364
2111,3,0,-1.23146733387924,-0.142233808902502,1,1,0,0.373308808915364
2111,4,0,-1.23146733387924,-0.0418088074788011,0,-1,0,0.373308808915364
2111,5,0,-1.23146733387924,-0.755101798008443,0,-1,0,0.373308808915364
2111,6,0,-1.23146733387924,1.58346197237242,0,-1,0,0.373308808915364
2111,7,0,-1.23146733387924,1.33305855804674,0,-1,0,0.373308808915364
2111,8,0,-1.23146733387924,1.25974145783948,0,-1,0,0.373308808915364
2111,9,0,-1.23146733387924,0.648123692998253,0,-1,0,0.373308808915364
2111,10,0,-1.23146733387924,-0.0465513252827167,0,-1,0,0.373308808915364
2112,1,0,-0.284089566384167,0.682239113442484,,,0,0.373308808915364
2112,2,0,-0.284089566384167,-0.787840965873284,0,-1,0,0.373308808915364
2112,3,0,-0.284089566384167,-0.142233808902502,0,-1,0,0.373308808915364
2112,4,0,-0.284089566384167,-0.0418088074788011,0,-1,0,0.373308808915364
2112,5,0,-0.284089566384167,-0.755101798008443,0,-1,0,0.373308808915364
2112,6,0,-0.284089566384167,1.58346197237242,0,-1,0,0.373308808915364
2112,7,0,-0.284089566384167,1.33305855804674,0,-1,0,0.373308808915364
2112,8,0,-0.284089566384167,1.25974145783948,0,-1,0,0.373308808915364
2112,9,0,-0.284089566384167,0.648123692998253,0,-1,0,0.373308808915364
2112,10,0,-0.284089566384167,-0.0465513252827167,0,-1,0,0.373308808915364
2113,1,1,0.889284312556372,0.682239113442484,,,1,0.373308808915364
2113,2,1,0.889284312556372,-0.787840965873284,1,1,1,0.373308808915364
2113,3,1,0.889284312556372,-0.142233808902502,1,1,1,0.373308808915364
2113,4,1,0.889284312556372,-0.0418088074788011,1,1,1,0.373308808915364
2113,5,1,0.889284312556372,-0.755101798008443,1,1,1,0.373308808915364
2113,6,0,0.889284312556372,1.58346197237242,1,1,1,0.373308808915364
2113,7,1,0.889284312556372,1.33305855804674,0,-1,1,0.373308808915364
2113,8,0,0.889284312556372,1.25974145783948,1,1,1,0.373308808915364
2113,9,0,0.889284312556372,0.648123692998253,0,-1,1,0.373308808915364
2113,10,0,0.889284312556372,-0.0465513252827167,0,-1,1,0.373308808915364
2114,1,0,0.160777634861641,0.682239113442484,,,0,0.373308808915364
2114,2,1,0.160777634861641,-0.787840965873284,0,-1,0,0.373308808915364
2114,3,0,0.160777634861641,-0.142233808902502,1,1,0,0.373308808915364
2114,4,0,0.160777634861641,-0.0418088074788011,0,-1,0,0.373308808915364
2114,5,0,0.160777634861641,-0.755101798008443,0,-1,0,0.373308808915364
2114,6,0,0.160777634861641,1.58346197237242,0,-1,0,0.373308808915364
2114,7,0,0.160777634861641,1.33305855804674,0,-1,0,0.373308808915364
2114,8,0,0.160777634861641,1.25974145783948,0,-1,0,0.373308808915364
2114,9,0,0.160777634861641,0.648123692998253,0,-1,0,0.373308808915364
2114,10,0,0.160777634861641,-0.0465513252827167,0,-1,0,0.373308808915364
2115,1,0,-0.626376444375592,0.682239113442484,,,0,0.373308808915364
2115,2,0,-0.626376444375592,-0.787840965873284,0,-1,0,0.373308808915364
2115,3,1,-0.626376444375592,-0.142233808902502,0,-1,0,0.373308808915364
2115,4,1,-0.626376444375592,-0.0418088074788011,1,1,0,0.373308808915364
2115,5,1,-0.626376444375592,-0.755101798008443,1,1,0,0.373308808915364
2115,6,0,-0.626376444375592,1.58346197237242,1,1,0,0.373308808915364
2115,7,0,-0.626376444375592,1.33305855804674,0,-1,0,0.373308808915364
2115,8,0,-0.626376444375592,1.25974145783948,0,-1,0,0.373308808915364
2115,9,0,-0.626376444375592,0.648123692998253,0,-1,0,0.373308808915364
2115,10,0,-0.626376444375592,-0.0465513252827167,0,-1,0,0.373308808915364
2116,1,1,1.34768930286463,0.682239113442484,,,1,0.373308808915364
2116,2,0,1.34768930286463,-0.787840965873284,1,1,1,0.373308808915364
2116,3,1,1.34768930286463,-0.142233808902502,0,-1,1,0.373308808915364
2116,4,0,1.34768930286463,-0.0418088074788011,1,1,1,0.373308808915364
2116,5,1,1.34768930286463,-0.755101798008443,0,-1,1,0.373308808915364
2116,6,1,1.34768930286463,1.58346197237242,1,1,1,0.373308808915364
2116,7,1,1.34768930286463,1.33305855804674,1,1,1,0.373308808915364
2116,8,0,1.34768930286463,1.25974145783948,1,1,1,0.373308808915364
2116,9,1,1.34768930286463,0.648123692998253,0,-1,1,0.373308808915364
2116,10,0,1.34768930286463,-0.0465513252827167,1,1,1,0.373308808915364
2117,1,0,0.419287789608824,0.682239113442484,,,0,0.373308808915364
2117,2,1,0.419287789608824,-0.787840965873284,0,-1,0,0.373308808915364
2117,3,1,0.419287789608824,-0.142233808902502,1,1,0,0.373308808915364
2117,4,1,0.419287789608824,-0.0418088074788011,1,1,0,0.373308808915364
2117,5,1,0.419287789608824,-0.755101798008443,1,1,0,0.373308808915364
2117,6,0,0.419287789608824,1.58346197237242,1,1,0,0.373308808915364
2117,7,0,0.419287789608824,1.33305855804674,0,-1,0,0.373308808915364
2117,8,0,0.419287789608824,1.25974145783948,0,-1,0,0.373308808915364
2117,9,1,0.419287789608824,0.648123692998253,0,-1,0,0.373308808915364
2117,10,1,0.419287789608824,-0.0465513252827167,1,1,0,0.373308808915364
2118,1,0,-0.162076942904429,0.682239113442484,,,0,0.373308808915364
2118,2,0,-0.162076942904429,-0.787840965873284,0,-1,0,0.373308808915364
2118,3,1,-0.162076942904429,-0.142233808902502,0,-1,0,0.373308808915364
2118,4,1,-0.162076942904429,-0.0418088074788011,1,1,0,0.373308808915364
2118,5,0,-0.162076942904429,-0.755101798008443,1,1,0,0.373308808915364
2118,6,0,-0.162076942904429,1.58346197237242,0,-1,0,0.373308808915364
2118,7,0,-0.162076942904429,1.33305855804674,0,-1,0,0.373308808915364
2118,8,1,-0.162076942904429,1.25974145783948,0,-1,0,0.373308808915364
2118,9,1,-0.162076942904429,0.648123692998253,1,1,0,0.373308808915364
2118,10,1,-0.162076942904429,-0.0465513252827167,1,1,0,0.373308808915364
2119,1,0,-2.3500266886757,0.682239113442484,,,0,0.373308808915364
2119,2,0,-2.3500266886757,-0.787840965873284,0,-1,0,0.373308808915364
2119,3,0,-2.3500266886757,-0.142233808902502,0,-1,0,0.373308808915364
2119,4,0,-2.3500266886757,-0.0418088074788011,0,-1,0,0.373308808915364
2119,5,0,-2.3500266886757,-0.755101798008443,0,-1,0,0.373308808915364
